pair_id,architecture,add_marker,gt_x,gt_y,pred_x,pred_y,dx,dy,pixel_error,ncc_score,ambiguity_ratio,confidence,time_sec
33,finfet,True,812.2,801.6,812,802,-0.20000000000004547,0.39999999999997726,0.4472135954999579,0.888210117816925,0.981704897557613,HIGH,2.047292470932007
34,dram,True,401.8,483.0,402,483,0.19999999999998863,0.0,0.19999999999998863,0.9244885444641113,0.9877817023271696,HIGH,2.0952513217926025
35,finfet,True,343.7,799.2,344,799,0.30000000000001137,-0.20000000000004547,0.3605551275464336,0.8966132998466492,0.983882524839004,HIGH,2.401653289794922
36,dram,False,837.4,747.5,447,702,-390.4,-45.5,393.04250406285576,0.9171680212020874,0.9997246866590038,LOW,2.447511911392212
37,finfet,False,105.0,252.1,489,479,384.0,226.9,446.0264678245003,0.9324139356613159,0.9995605363143769,LOW,2.2040886878967285
38,dram,True,448.7,51.2,449,51,0.30000000000001137,-0.20000000000000284,0.36055512754641,0.9333446621894836,0.9866019538378273,HIGH,2.3673274517059326
39,finfet,True,209.1,787.3,209,787,-0.09999999999999432,-0.2999999999999545,0.316227766016793,0.9433536529541016,0.9873866230344791,HIGH,2.227302074432373
40,dram,True,388.8,610.5,389,611,0.19999999999998863,0.5,0.5385164807134462,0.9147921800613403,0.9807713433430204,HIGH,2.409149646759033
41,finfet,True,726.2,326.9,726,327,-0.20000000000004547,0.10000000000002274,0.2236067977500298,0.8866411447525024,0.9805401483299585,HIGH,2.4394562244415283
42,dram,True,910.7,188.3,911,188,0.2999999999999545,-0.30000000000001137,0.4242640687119044,0.904016375541687,0.9830675106636976,HIGH,2.265796184539795
43,finfet,True,706.4,583.5,707,584,0.6000000000000227,0.5,0.781024967590683,0.8851850032806396,0.9859040572515948,HIGH,2.026806592941284
44,dram,True,341.7,471.0,342,471,0.30000000000001137,0.0,0.30000000000001137,0.8997598886489868,0.986828627880716,HIGH,2.1981894969940186
45,finfet,True,224.8,331.0,225,331,0.19999999999998863,0.0,0.19999999999998863,0.9389020800590515,0.9794070185789723,HIGH,2.189199209213257
46,dram,True,213.6,654.0,214,654,0.4000000000000057,0.0,0.4000000000000057,0.8964828252792358,0.989731182888638,HIGH,2.307988405227661
47,finfet,True,270.2,533.5,270,534,-0.19999999999998863,0.5,0.5385164807134462,0.9373406171798706,0.9870689024763248,HIGH,2.3895301818847656
48,dram,False,771.9,275.9,622,231,-149.89999999999998,-44.89999999999998,156.4800945807485,0.9462365508079529,0.9999225349340681,LOW,2.3609888553619385
49,finfet,False,644.7,291.3,525,291,-119.70000000000005,-0.30000000000001137,119.70037593925932,0.8797028660774231,0.9998029672134868,LOW,2.195317268371582
50,dram,True,119.6,450.9,120,451,0.4000000000000057,0.10000000000002274,0.41231056256177706,0.908052921295166,0.9846578840271487,HIGH,2.371267080307007
51,finfet,True,163.2,493.8,163,494,-0.19999999999998863,0.19999999999998863,0.28284271247460296,0.8983007669448853,0.9854048036405846,HIGH,2.4496307373046875
52,dram,True,386.5,371.7,386,372,-0.5,0.30000000000001137,0.5830951894845359,0.87751704454422,0.985336115780334,HIGH,2.481785297393799
53,finfet,True,528.5,898.2,529,898,0.5,-0.20000000000004547,0.5385164807134672,0.8793883919715881,0.9872049627723616,HIGH,2.5026228427886963
54,dram,True,923.9,652.8,924,653,0.10000000000002274,0.20000000000004547,0.2236067977500298,0.9304503202438354,0.9822525621756723,HIGH,2.5380985736846924
55,finfet,True,268.2,911.1,268,911,-0.19999999999998863,-0.10000000000002274,0.22360679774997896,0.9314005970954895,0.9827716193248195,HIGH,2.3541226387023926
56,dram,True,782.2,407.1,782,407,-0.20000000000004547,-0.10000000000002274,0.2236067977500298,0.9636279344558716,0.9802465442864642,HIGH,2.081658363342285
57,finfet,True,554.4,792.8,555,793,0.6000000000000227,0.20000000000004547,0.6324555320337119,0.8548431396484375,0.9858318514270924,HIGH,2.4498281478881836
58,dram,True,225.8,103.0,226,103,0.19999999999998863,0.0,0.19999999999998863,0.9356956481933594,0.9853360553147945,HIGH,2.3856043815612793
59,finfet,True,337.3,440.8,337,441,-0.30000000000001137,0.19999999999998863,0.36055512754640207,0.8620139956474304,0.9846933597840898,HIGH,2.170241117477417
