pair_id,architecture,add_marker,gt_x,gt_y,pred_x,pred_y,dx,dy,pixel_error,ncc_score,ambiguity_ratio,confidence,time_sec
22,dram,True,216.3,924.1,216,924,-0.30000000000001137,-0.10000000000002274,0.3162277660168559,0.9190567135810852,0.9867933596870346,HIGH,2.1892812252044678
23,finfet,True,332.6,535.1,333,535,0.39999999999997726,-0.10000000000002274,0.4123105625617495,0.9082241058349609,0.9843447128237545,HIGH,2.6742982864379883
24,dram,False,530.9,838.6,501,524,-29.899999999999977,-314.6,316.01767355640095,0.9061048626899719,0.9998968405868186,LOW,2.0971765518188477
25,finfet,False,147.6,864.3,412,535,264.4,-329.29999999999995,422.3101348535221,0.8970596790313721,0.9999493065461061,LOW,2.892854690551758
26,dram,True,810.1,762.7,810,763,-0.10000000000002274,0.2999999999999545,0.31622776601680197,0.9081529974937439,0.9824744611200674,HIGH,2.7312209606170654
27,finfet,True,72.0,492.5,72,493,0.0,0.5,0.5,0.9015735983848572,0.986101053854995,HIGH,2.331185817718506
28,dram,True,230.4,199.4,231,200,0.5999999999999943,0.5999999999999943,0.8485281374238489,0.8748787045478821,0.9879395251228894,HIGH,2.5369725227355957
29,finfet,True,302.1,75.4,302,75,-0.10000000000002274,-0.4000000000000057,0.41231056256177706,0.9017422795295715,0.9851559202774853,HIGH,1.8263373374938965
30,dram,True,308.4,65.0,308,65,-0.39999999999997726,0.0,0.39999999999997726,0.8939691185951233,0.9868177174326206,HIGH,1.8111629486083984
31,finfet,True,649.2,117.9,649,118,-0.20000000000004547,0.09999999999999432,0.2236067977500171,0.9069215059280396,0.9821998685824,HIGH,1.8030433654785156
32,dram,True,818.3,280.0,818,280,-0.2999999999999545,0.0,0.2999999999999545,0.9326793551445007,0.9836134404643015,HIGH,2.1449644565582275
33,finfet,True,307.3,316.4,307,317,-0.30000000000001137,0.6000000000000227,0.6708203932499623,0.9212121963500977,0.98621372912571,HIGH,2.371075391769409
34,dram,True,629.5,135.8,630,136,0.5,0.19999999999998863,0.5385164807134462,0.9158226251602173,0.9848216922745099,HIGH,2.6397781372070312
35,finfet,True,941.1,764.8,941,765,-0.10000000000002274,0.20000000000004547,0.2236067977500298,0.9352846145629883,0.983629451717468,HIGH,1.6864783763885498
36,dram,False,898.4,147.6,449,238,-449.4,90.4,458.4021378658699,0.8929454684257507,0.9999168589276163,LOW,2.1875975131988525
37,finfet,False,544.7,89.0,305,575,-239.70000000000005,486.0,541.8967521585639,0.9164690971374512,0.9996731133310233,LOW,2.6138269901275635
38,dram,True,691.9,192.7,692,193,0.10000000000002274,0.30000000000001137,0.3162277660168559,0.9103134870529175,0.9851659116507643,HIGH,2.4632391929626465
39,finfet,True,268.0,241.2,268,241,0.0,-0.19999999999998863,0.19999999999998863,0.9430020451545715,0.984000454081484,HIGH,2.71467924118042
40,dram,True,712.1,112.4,712,112,-0.10000000000002274,-0.4000000000000057,0.41231056256177706,0.9421336650848389,0.9848808519091657,HIGH,2.0098283290863037
41,finfet,True,426.8,299.3,427,299,0.19999999999998863,-0.30000000000001137,0.36055512754640207,0.9143478274345398,0.9849405591618003,HIGH,2.826874017715454
42,dram,True,199.8,742.9,200,743,0.19999999999998863,0.10000000000002274,0.22360679774997896,0.893308162689209,0.9854385308446715,HIGH,2.3188607692718506
43,finfet,True,876.8,726.0,877,726,0.20000000000004547,0.0,0.20000000000004547,0.9153150916099548,0.9835841499451794,HIGH,1.7989170551300049
44,dram,True,180.0,250.3,180,250,0.0,-0.30000000000001137,0.30000000000001137,0.9334450960159302,0.985706878595406,HIGH,2.2588040828704834
45,finfet,True,560.6,193.8,561,194,0.39999999999997726,0.19999999999998863,0.44721359549993256,0.903085470199585,0.9836050599092089,HIGH,2.2111856937408447
46,dram,True,513.6,155.4,514,156,0.39999999999997726,0.5999999999999943,0.7211102550927805,0.8680082559585571,0.9857877235101419,HIGH,2.9648759365081787
47,finfet,True,174.2,466.8,174,467,-0.19999999999998863,0.19999999999998863,0.28284271247460296,0.9096395969390869,0.9832557292274143,HIGH,2.708219051361084
48,dram,False,842.9,100.0,213,400,-629.9,300.0,697.6919162495722,0.9255379438400269,0.9993127900755101,LOW,2.419895887374878
49,finfet,False,352.9,509.9,365,481,12.100000000000023,-28.899999999999977,31.330815501675012,0.9133594632148743,0.9997974156471954,LOW,2.80238676071167
50,dram,True,279.3,849.9,279,850,-0.30000000000001137,0.10000000000002274,0.3162277660168559,0.8942760825157166,0.9816431046619037,HIGH,2.8783814907073975
51,finfet,True,527.8,627.3,528,627,0.20000000000004547,-0.2999999999999545,0.3605551275463863,0.900714635848999,0.9840582830911908,HIGH,2.738095998764038
52,dram,True,278.3,306.7,278,307,-0.30000000000001137,0.30000000000001137,0.4242640687119446,0.9143184423446655,0.9816771077538714,HIGH,2.5155422687530518
53,finfet,True,641.7,648.0,642,648,0.2999999999999545,0.0,0.2999999999999545,0.8903499841690063,0.9828670534223919,HIGH,2.5998082160949707
54,dram,True,395.6,768.9,396,769,0.39999999999997726,0.10000000000002274,0.4123105625617495,0.9223971366882324,0.9822085011065407,HIGH,2.5646960735321045
55,finfet,True,641.6,459.0,642,459,0.39999999999997726,0.0,0.39999999999997726,0.8911914229393005,0.9872383981403015,HIGH,2.987732410430908
56,dram,True,737.2,894.9,737,895,-0.20000000000004547,0.10000000000002274,0.2236067977500298,0.9312663078308105,0.9892622632688977,HIGH,2.9162819385528564
57,finfet,True,176.6,911.9,177,912,0.4000000000000057,0.10000000000002274,0.41231056256177706,0.9074869155883789,0.9830952222066923,HIGH,2.735090970993042
58,dram,True,351.2,832.1,351,832,-0.19999999999998863,-0.10000000000002274,0.22360679774997896,0.9492950439453125,0.9831404559738318,HIGH,2.248971700668335
59,finfet,True,775.8,614.8,776,615,0.20000000000004547,0.20000000000004547,0.2828427124746833,0.9161825180053711,0.9870790382299334,HIGH,1.915229320526123
